,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
78,78,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51612,3.214.58.173,ba:69:f4:f0:3d:02,ba:69:f4,123,17,4,0,0,1654701760413,1654701760651,238,2,180,1654701760413,1654701760413,0,1,90,1654701760651,1654701760651,0,1,90,NTP,System,0,4,,,,,
79,79,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1654701662099,1654701663087,988,2,180,1654701662099,1654701663087,988,2,180,0,0,0,0,0,ICMPV6,Network,0,4,,,,,
80,80,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,58971,34.231.92.246,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701459485,1654701459995,510,7,770,1654701459485,1654701459995,510,4,454,1654701459726,1654701459975,249,3,316,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
81,81,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,45055,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701457931,1654701458619,688,29,9748,1654701457931,1654701458619,688,15,1983,1654701457954,1654701458618,664,14,7765,TLS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,e46f2a8067ae28e46fa732fcb3a4f2e8,9567c957f3266d930f3376ffef9ece6a,,
82,82,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1654701662563,1654701790350,127787,11,1792,1654701662563,1654701790350,127787,11,1792,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
83,83,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,49791,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701666653,1654701728047,61394,11,1005,1654701666653,1654701728047,61394,11,1005,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
84,84,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,34768,13.225.0.45,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701674048,1654701733007,58959,10,660,1654701674048,1654701733007,58959,10,660,0,0,0,0,0,HTTP.AmazonAWS,Cloud,1,2,,,,,
85,85,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,54788,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701707056,1654701708352,1296,24,8502,1654701707056,1654701708352,1296,13,1815,1654701707297,1654701708348,1051,11,6687,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,699a80bdb17efe157c861f92c5bf5d1d,,
86,86,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,13253,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701709391,1654701709515,124,2,240,1654701709391,1654701709391,0,1,88,1654701709515,1654701709515,0,1,152,DNS.AmazonAWS,Cloud,0,4,dxz5jxhrrzigf.cloudfront.net,,,,
87,87,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,57614,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701709457,1654701710752,1295,22,3059,1654701709457,1654701710752,1295,12,1770,1654701709700,1654701710750,1050,10,1289,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
88,88,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,40151,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701709994,1654701711302,1308,17,2604,1654701709994,1654701711302,1308,9,1589,1654701710237,1654701711300,1063,8,1015,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
89,89,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,55745,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701713935,1654701714961,1026,16,2581,1654701713935,1654701714961,1026,8,1537,1654701714171,1654701714951,780,8,1044,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
90,90,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,38336,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701731374,1654701732654,1280,21,2966,1654701731374,1654701732654,1280,11,1706,1654701731612,1654701732653,1041,10,1260,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
91,91,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,60458,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701731734,1654701733006,1272,18,2646,1654701731734,1654701733006,1272,9,1577,1654701731972,1654701733005,1033,9,1069,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
92,92,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,34517,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701731950,1654701733531,1581,23,3070,1654701731950,1654701733531,1581,12,1756,1654701732193,1654701733530,1337,11,1314,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
93,93,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,37871,34.239.216.180,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701741034,1654701745338,4304,32,9270,1654701741034,1654701745338,4304,17,7861,1654701741278,1654701745290,4012,15,1409,TLS.Amazon,Web,0,4,device-metrics-us.amazon.com,69415598724855f70b37da9f653ec421,ea615e28cb25adfb2f261151eab3314f,,
94,94,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39749,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749529,1654701749529,0,2,128,1654701749529,1654701749529,0,1,74,1654701749529,1654701749529,0,1,54,Unknown,Unspecified,0,0,,,,,
95,95,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39752,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749553,1654701749553,0,2,128,1654701749553,1654701749553,0,1,74,1654701749553,1654701749553,0,1,54,Unknown,Unspecified,0,0,,,,,
96,96,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39755,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749563,1654701749563,0,2,128,1654701749563,1654701749563,0,1,74,1654701749563,1654701749563,0,1,54,Unknown,Unspecified,0,0,,,,,
97,97,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51646,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749587,1654701749587,0,2,128,1654701749587,1654701749587,0,1,74,1654701749587,1654701749587,0,1,54,Unknown,Unspecified,0,0,,,,,
98,98,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,53263,13.225.0.45,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701749702,1654701749770,68,9,1296,1654701749702,1654701749770,68,5,528,1654701749725,1654701749769,44,4,768,HTTP.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),text/plain
99,99,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,55408,52.44.104.119,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701759894,1654701760391,497,7,770,1654701759894,1654701760391,497,4,454,1654701760136,1654701760384,248,3,316,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
100,100,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701690768,1654701690768,0,1,99,1654701690768,1654701690768,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
101,101,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701811086,1654701811086,0,1,99,1654701811086,1654701811086,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
102,102,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654701950483,1654701950484,1,2,684,1654701950483,1654701950483,0,1,342,1654701950484,1654701950484,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
103,103,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1654701662563,1654701790350,127787,17,2724,1654701662563,1654701790350,127787,17,2724,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
104,104,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39769,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049931,1654702049931,0,2,128,1654702049931,1654702049931,0,1,74,1654702049931,1654702049931,0,1,54,Unknown,Unspecified,0,0,,,,,
105,105,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39772,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049954,1654702049954,0,2,128,1654702049954,1654702049954,0,1,74,1654702049954,1654702049954,0,1,54,Unknown,Unspecified,0,0,,,,,
106,106,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39775,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049959,1654702049960,1,2,128,1654702049959,1654702049959,0,1,74,1654702049960,1654702049960,0,1,54,Unknown,Unspecified,0,0,,,,,
107,107,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51666,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049992,1654702049992,0,2,128,1654702049992,1654702049992,0,1,74,1654702049992,1654702049992,0,1,54,Unknown,Unspecified,0,0,,,,,
108,108,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,63181,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702050015,1654702050074,59,2,242,1654702050015,1654702050015,0,1,89,1654702050074,1654702050074,0,1,153,DNS.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,,
109,109,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,23581,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702060191,1654702060276,85,2,298,1654702060191,1654702060191,0,1,85,1654702060276,1654702060276,0,1,213,DNS,Network,0,4,fos5echocaptiveportal.com,,,,
110,110,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,53640,52.55.162.200,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702060295,1654702060814,519,7,770,1654702060295,1654702060814,519,4,454,1654702060532,1654702060807,275,3,316,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
111,111,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1654701950558,1654701950825,267,2,180,1654701950558,1654701950825,267,2,180,0,0,0,0,0,ICMPV6,Network,0,4,,,,,
112,112,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701931405,1654701931405,0,1,99,1654701931405,1654701931405,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
113,113,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,59598,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701070885,1654701071002,117,2,290,1654701070885,1654701070885,0,1,81,1654701071002,1654701071002,0,1,209,DNS,Network,0,4,prod.amcs-tachyon.com,,,,
114,114,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1654701951029,1654702078850,127821,11,1792,1654701951029,1654702078850,127821,11,1792,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
115,115,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39427,13.225.0.150,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701962443,1654702034285,71842,10,660,1654701962443,1654702034285,71842,10,660,0,0,0,0,0,HTTP.AmazonAWS,Cloud,1,2,,,,,
116,116,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,34933,13.224.254.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701974043,1654702038044,64001,11,1005,1654701974043,1654702038044,64001,11,1005,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
117,117,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39770,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049933,1654702049933,0,2,128,1654702049933,1654702049933,0,1,74,1654702049933,1654702049933,0,1,54,Unknown,Unspecified,0,0,,,,,
118,118,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39773,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049956,1654702049957,1,2,128,1654702049956,1654702049956,0,1,74,1654702049957,1654702049957,0,1,54,Unknown,Unspecified,0,0,,,,,
119,119,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39776,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049961,1654702049961,0,2,128,1654702049961,1654702049961,0,1,74,1654702049961,1654702049961,0,1,54,Unknown,Unspecified,0,0,,,,,
120,120,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51664,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049989,1654702049989,0,2,128,1654702049989,1654702049989,0,1,74,1654702049989,1654702049989,0,1,54,Unknown,Unspecified,0,0,,,,,
121,121,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51667,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702049995,1654702049996,1,2,128,1654702049995,1654702049995,0,1,74,1654702049996,1654702049996,0,1,54,Unknown,Unspecified,0,0,,,,,
122,122,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,59598,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702181812,1654702181812,0,1,81,1654702181812,1654702181812,0,1,81,0,0,0,0,0,DNS,Network,0,4,prod.amcs-tachyon.com,,,,
123,123,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,59598,8.8.8.8,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702181812,1654702181812,0,1,81,1654702181812,1654702181812,0,1,81,0,0,0,0,0,DNS.Google,Web,0,4,prod.amcs-tachyon.com,,,,
124,124,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,55408,52.44.104.119,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702050192,1654702145021,94829,10,1992,1654702050192,1654702145021,94829,10,1992,0,0,0,0,0,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
125,125,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,1112,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702060828,1654702060905,77,2,172,1654702060828,1654702060828,0,1,78,1654702060905,1654702060905,0,1,94,DNS.Amazon,Web,0,4,ntp-g7g.amazon.com,,,,
126,126,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,48233,3.234.38.31,ba:69:f4:f0:3d:02,ba:69:f4,123,17,4,0,0,1654702060963,1654702061204,241,2,180,1654702060963,1654702060963,0,1,90,1654702061204,1654702061204,0,1,90,NTP,System,0,4,,,,,
127,127,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1654701951029,1654702078850,127821,17,2724,1654701951029,1654702078850,127821,17,2724,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
128,128,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654702238851,1654702238852,1,2,684,1654702238851,1654702238851,0,1,342,1654702238852,1654702238852,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
129,129,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1654702238903,1654702239444,541,2,180,1654702238903,1654702239444,541,2,180,0,0,0,0,0,ICMPV6,Network,0,4,,,,,
130,130,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,52754,13.35.18.169,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701709530,1654701709797,267,21,8288,1654701709530,1654701709797,267,11,1312,1654701709555,1654701709761,206,10,6976,TLS.AmazonAWS,Cloud,0,4,dxz5jxhrrzigf.cloudfront.net,bdf21e38e1f69776df407235625e75e2,6f84bbe9810ec4ea9061cc1a02eaf83c,,
131,131,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1654702239388,1654702367126,127738,11,1792,1654702239388,1654702367126,127738,11,1792,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
132,132,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,37871,34.239.216.180,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654702250826,1654702250827,1,2,163,1654702250826,1654702250827,1,2,163,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
133,133,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,53263,13.225.0.45,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702250827,1654702312369,61542,10,660,1654702250827,1654702312369,61542,10,660,0,0,0,0,0,HTTP.AmazonAWS,Cloud,1,2,,,,,
134,134,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39788,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350297,1654702350297,0,2,128,1654702350297,1654702350297,0,1,74,1654702350297,1654702350297,0,1,54,Unknown,Unspecified,0,0,,,,,
135,135,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39791,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350327,1654702350328,1,2,128,1654702350327,1654702350327,0,1,74,1654702350328,1654702350328,0,1,54,Unknown,Unspecified,0,0,,,,,
136,136,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39794,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350333,1654702350333,0,2,128,1654702350333,1654702350333,0,1,74,1654702350333,1654702350333,0,1,54,Unknown,Unspecified,0,0,,,,,
137,137,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39797,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350343,1654702350343,0,2,128,1654702350343,1654702350343,0,1,74,1654702350343,1654702350343,0,1,54,Unknown,Unspecified,0,0,,,,,
138,138,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51685,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350360,1654702350360,0,2,128,1654702350360,1654702350360,0,1,74,1654702350360,1654702350360,0,1,54,Unknown,Unspecified,0,0,,,,,
139,139,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51688,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350364,1654702350364,0,2,128,1654702350364,1654702350364,0,1,74,1654702350364,1654702350364,0,1,54,Unknown,Unspecified,0,0,,,,,
140,140,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,60677,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702360533,1654702360589,56,2,298,1654702360533,1654702360533,0,1,85,1654702360589,1654702360589,0,1,213,DNS,Network,0,4,fos5echocaptiveportal.com,,,,
141,141,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1654702239388,1654702367126,127738,17,2724,1654702239388,1654702367126,127738,17,2724,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
142,142,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,47343,3.222.137.239,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654702181929,1654702440523,258594,31,11146,1654702181929,1654702440523,258594,22,3803,1654702182171,1654702183057,886,9,7343,TLS.AmazonAWS,Cloud,0,4,prod.amcs-tachyon.com,99675f0ae3316efdc2219f3e2ea53e8c,389ed42c02ebecc32e73aa31def07e14,,
143,143,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,45304,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702240914,1654702240993,79,2,224,1654702240914,1654702240914,0,1,88,1654702240993,1654702240993,0,1,136,DNS.Amazon,Web,0,4,device-metrics-us.amazon.com,,,,
144,144,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39790,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350326,1654702350326,0,2,128,1654702350326,1654702350326,0,1,74,1654702350326,1654702350326,0,1,54,Unknown,Unspecified,0,0,,,,,
145,145,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39793,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350331,1654702350331,0,2,128,1654702350331,1654702350331,0,1,74,1654702350331,1654702350331,0,1,54,Unknown,Unspecified,0,0,,,,,
146,146,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39796,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350342,1654702350342,0,2,128,1654702350342,1654702350342,0,1,74,1654702350342,1654702350342,0,1,54,Unknown,Unspecified,0,0,,,,,
147,147,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51684,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350358,1654702350358,0,2,128,1654702350358,1654702350358,0,1,74,1654702350358,1654702350358,0,1,54,Unknown,Unspecified,0,0,,,,,
148,148,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51687,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654702350363,1654702350363,0,2,128,1654702350363,1654702350363,0,1,74,1654702350363,1654702350363,0,1,54,Unknown,Unspecified,0,0,,,,,
149,149,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,33627,13.225.0.150,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702350453,1654702350526,73,9,1296,1654702350453,1654702350526,73,5,528,1654702350471,1654702350508,37,4,768,HTTP.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),text/plain
150,150,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,53640,52.55.162.200,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702350547,1654702402281,51734,9,1878,1654702350547,1654702402281,51734,9,1878,0,0,0,0,0,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
151,151,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,36179,52.55.116.205,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654702360592,1654702361097,505,7,770,1654702360592,1654702361097,505,4,454,1654702360834,1654702361083,249,3,316,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
152,152,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,29206,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702361097,1654702361152,55,2,188,1654702361097,1654702361097,0,1,78,1654702361152,1654702361152,0,1,110,DNS.Amazon,Web,0,4,ntp-g7g.amazon.com,,,,
153,153,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654702527281,1654702527282,1,2,684,1654702527281,1654702527281,0,1,342,1654702527282,1654702527282,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
154,154,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,15577,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654702530849,1654702531016,167,2,253,1654702530849,1654702530849,0,1,79,1654702531016,1654702531016,0,1,174,DNS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,,,,
