,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,0,3.223.181.245,ba:69:f4:f0:3d:02,ba:69:f4,443,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,48002,6,4,0,0,1654700362239,1654700392486,30247,6,580,1654700362239,1654700392486,30247,4,356,1654700362251,1654700392251,30000,2,224,TLS.AmazonAWS,Cloud,1,2,,,,,
1,1,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,53764,52.44.104.119,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654700941027,1654700941027,0,1,114,1654700941027,1654700941027,0,1,114,0,0,0,0,0,HTTP.AmazonAWS,Cloud,0,4,,,,,
2,2,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,56015,54.237.20.249,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654700947428,1654700947428,0,1,99,1654700947428,1654700947428,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
3,3,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,24841,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701066213,1654701066388,175,2,253,1654701066213,1654701066213,0,1,79,1654701066388,1654701066388,0,1,174,DNS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,,,,
4,4,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,2612,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701064923,1654701065112,189,2,164,1654701064923,1654701064923,0,1,74,1654701065112,1654701065112,0,1,90,DNS.Amazon,Web,0,4,api.amazon.com,,,,
5,5,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,35654,54.239.27.82,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701065128,1654701066213,1085,20,8093,1654701065128,1654701066213,1085,11,2146,1654701065365,1654701066167,802,9,5947,TLS.Amazon,Web,0,4,api.amazon.com,bdf21e38e1f69776df407235625e75e2,699a80bdb17efe157c861f92c5bf5d1d,,
6,6,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,49791,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701066393,1654701067032,639,27,8950,1654701066393,1654701067032,639,14,1978,1654701066416,1654701067025,609,13,6972,TLS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,e46f2a8067ae28e46fa732fcb3a4f2e8,9567c957f3266d930f3376ffef9ece6a,,
7,7,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654701085223,1654701085225,2,2,684,1654701085223,1654701085223,0,1,342,1654701085225,1654701085225,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
8,8,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,48054,13.227.248.170,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701089843,1654701090159,316,14,2983,1654701089843,1654701090159,316,7,1650,1654701089865,1654701090155,290,7,1333,TLS.AmazonAlexa,VirtAssistant,0,4,api.eu.amazonalexa.com,69415598724855f70b37da9f653ec421,ea615e28cb25adfb2f261151eab3314f,,
9,9,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1654701085284,1654701085991,707,2,180,1654701085284,1654701085991,707,2,180,0,0,0,0,0,ICMPV6,Network,0,4,,,,,
10,10,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,60978,34.232.93.236,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701140982,1654701145559,4577,23,5405,1654701140982,1654701145559,4577,12,4260,1654701141217,1654701145514,4297,11,1145,TLS.Amazon,Web,0,4,device-metrics-us.amazon.com,69415598724855f70b37da9f653ec421,ea615e28cb25adfb2f261151eab3314f,,
11,11,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39709,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148808,1654701148808,0,2,128,1654701148808,1654701148808,0,1,74,1654701148808,1654701148808,0,1,54,Unknown,Unspecified,0,0,,,,,
12,12,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39712,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148834,1654701148834,0,2,128,1654701148834,1654701148834,0,1,74,1654701148834,1654701148834,0,1,54,Unknown,Unspecified,0,0,,,,,
13,13,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39715,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148856,1654701148856,0,2,128,1654701148856,1654701148856,0,1,74,1654701148856,1654701148856,0,1,54,Unknown,Unspecified,0,0,,,,,
14,14,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51606,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148868,1654701148868,0,2,128,1654701148868,1654701148868,0,1,74,1654701148868,1654701148868,0,1,54,Unknown,Unspecified,0,0,,,,,
15,15,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,37516,34.231.92.246,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701159104,1654701159602,498,7,770,1654701159104,1654701159602,498,4,454,1654701159341,1654701159591,250,3,316,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
16,16,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,44476,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701159609,1654701159612,3,2,172,1654701159609,1654701159609,0,1,78,1654701159612,1654701159612,0,1,94,DNS.Amazon,Web,0,4,ntp-g7g.amazon.com,,,,
17,17,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1654701085757,1654701213528,127771,11,1792,1654701085757,1654701213528,127771,11,1792,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
18,18,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5594,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701090181,1654701090404,223,2,258,1654701090181,1654701090181,0,1,82,1654701090404,1654701090404,0,1,176,DNS.AmazonAlexa,VirtAssistant,0,4,api.fe.amazonalexa.com,,,,
19,19,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,34933,13.224.254.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701090426,1654701090802,376,20,8596,1654701090426,1654701090802,376,10,1635,1654701090443,1654701090761,318,10,6961,TLS.AmazonAlexa,VirtAssistant,0,4,api.fe.amazonalexa.com,bdf21e38e1f69776df407235625e75e2,6f84bbe9810ec4ea9061cc1a02eaf83c,,
20,20,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,45896,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701188919,1654701250296,61377,11,1005,1654701188919,1654701250296,61377,11,1005,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
21,21,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,38955,35.164.182.2,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701108785,1654701108785,0,2,163,1654701108785,1654701108785,0,2,163,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
22,22,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,44502,35.164.182.2,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701108785,1654701108786,1,2,163,1654701108785,1654701108786,1,2,163,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
23,23,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,56396,54.161.84.13,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701108790,1654701108790,0,2,163,1654701108790,1654701108790,0,2,163,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
24,24,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39710,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148822,1654701148822,0,2,128,1654701148822,1654701148822,0,1,74,1654701148822,1654701148822,0,1,54,Unknown,Unspecified,0,0,,,,,
25,25,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39713,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148836,1654701148836,0,2,128,1654701148836,1654701148836,0,1,74,1654701148836,1654701148836,0,1,54,Unknown,Unspecified,0,0,,,,,
26,26,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39716,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148858,1654701148858,0,2,128,1654701148858,1654701148858,0,1,74,1654701148858,1654701148858,0,1,54,Unknown,Unspecified,0,0,,,,,
27,27,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51604,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148864,1654701148865,1,2,128,1654701148864,1654701148864,0,1,74,1654701148865,1654701148865,0,1,54,Unknown,Unspecified,0,0,,,,,
28,28,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51607,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701148869,1654701148870,1,2,128,1654701148869,1654701148869,0,1,74,1654701148870,1654701148870,0,1,54,Unknown,Unspecified,0,0,,,,,
29,29,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,34768,13.225.0.45,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701148961,1654701149013,52,9,1296,1654701148961,1654701149013,52,5,528,1654701148979,1654701149005,26,4,768,HTTP.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),text/plain
30,30,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,49839,54.174.187.211,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701149025,1654701247571,98546,10,1992,1654701149025,1654701247571,98546,10,1992,0,0,0,0,0,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
31,31,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1654701085756,1654701213528,127772,17,2724,1654701085756,1654701213528,127772,17,2724,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
32,32,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,48328,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701332152,1654701332288,136,2,253,1654701332152,1654701332152,0,1,79,1654701332288,1654701332288,0,1,174,DNS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,,,,
33,33,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701071018,1654701329812,258794,31,11149,1654701071018,1654701329812,258794,22,3805,1654701071260,1654701072158,898,9,7344,TLS.AmazonAWS,Cloud,0,4,prod.amcs-tachyon.com,99675f0ae3316efdc2219f3e2ea53e8c,389ed42c02ebecc32e73aa31def07e14,,
34,34,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654701373622,1654701373623,1,2,684,1654701373622,1654701373622,0,1,342,1654701373623,1654701373623,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
35,35,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39730,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449134,1654701449134,0,2,128,1654701449134,1654701449134,0,1,74,1654701449134,1654701449134,0,1,54,Unknown,Unspecified,0,0,,,,,
36,36,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39733,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449142,1654701449142,0,2,128,1654701449142,1654701449142,0,1,74,1654701449142,1654701449142,0,1,54,Unknown,Unspecified,0,0,,,,,
37,37,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39736,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449165,1654701449165,0,2,128,1654701449165,1654701449165,0,1,74,1654701449165,1654701449165,0,1,54,Unknown,Unspecified,0,0,,,,,
38,38,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1654701373683,1654701374530,847,2,180,1654701373683,1654701374530,847,2,180,0,0,0,0,0,ICMPV6,Network,0,4,,,,,
39,39,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51624,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449172,1654701449172,0,2,128,1654701449172,1654701449172,0,1,74,1654701449172,1654701449172,0,1,54,Unknown,Unspecified,0,0,,,,,
40,40,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51627,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449197,1654701449197,0,2,128,1654701449197,1654701449197,0,1,74,1654701449197,1654701449197,0,1,54,Unknown,Unspecified,0,0,,,,,
41,41,0,fe80::fea6:67ff:feb8:14c5,fc:a6:67:b8:14:c5,fc:a6:67,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1654701374163,1654701501933,127770,11,1792,1654701374163,1654701501933,127770,11,1792,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
42,42,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,35654,54.239.27.82,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701385636,1654701468857,83221,10,788,1654701385636,1654701468857,83221,10,788,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
43,43,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701450129,1654701450129,0,1,99,1654701450129,1654701450129,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
44,44,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39728,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449130,1654701449130,0,2,128,1654701449130,1654701449130,0,1,74,1654701449130,1654701449130,0,1,54,Unknown,Unspecified,0,0,,,,,
45,45,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39731,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449135,1654701449135,0,2,128,1654701449135,1654701449135,0,1,74,1654701449135,1654701449135,0,1,54,Unknown,Unspecified,0,0,,,,,
46,46,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39734,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449143,1654701449143,0,2,128,1654701449143,1654701449143,0,1,74,1654701449143,1654701449143,0,1,54,Unknown,Unspecified,0,0,,,,,
47,47,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39737,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449167,1654701449167,0,2,128,1654701449167,1654701449167,0,1,74,1654701449167,1654701449167,0,1,54,Unknown,Unspecified,0,0,,,,,
48,48,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51625,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449193,1654701449193,0,2,128,1654701449193,1654701449193,0,1,74,1654701449193,1654701449193,0,1,54,Unknown,Unspecified,0,0,,,,,
49,49,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51628,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701449198,1654701449198,0,2,128,1654701449198,1654701449198,0,1,74,1654701449198,1654701449198,0,1,54,Unknown,Unspecified,0,0,,,,,
50,50,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,44305,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701332302,1654701332958,656,29,9870,1654701332302,1654701332958,656,15,2046,1654701332327,1654701332955,628,14,7824,TLS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,e46f2a8067ae28e46fa732fcb3a4f2e8,9567c957f3266d930f3376ffef9ece6a,,
51,51,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,37516,34.231.92.246,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701449413,1654701544209,94796,10,1992,1654701449413,1654701544209,94796,10,1992,0,0,0,0,0,HTTP.AmazonAWS,Cloud,0,4,fos5echocaptiveportal.com,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),
52,52,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39427,13.225.0.150,ba:69:f4:f0:3d:02,ba:69:f4,80,6,4,0,0,1654701449265,1654701449387,122,9,1296,1654701449265,1654701449387,122,5,528,1654701449287,1654701449380,93,4,768,HTTP.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; AEOBC Build/LVY48F),text/plain
53,53,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,42562,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701460002,1654701460073,71,2,172,1654701460002,1654701460002,0,1,78,1654701460073,1654701460073,0,1,94,DNS.Amazon,Web,0,4,ntp-g7g.amazon.com,,,,
54,54,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,12719,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701457655,1654701457917,262,2,253,1654701457655,1654701457655,0,1,79,1654701457917,1654701457917,0,1,174,DNS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,,,,
55,55,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,59525,34.236.6.206,ba:69:f4:f0:3d:02,ba:69:f4,123,17,4,0,0,1654701460085,1654701460325,240,2,180,1654701460085,1654701460085,0,1,90,1654701460325,1654701460325,0,1,90,NTP,System,0,4,,,,,
56,56,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,21965,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701459414,1654701459470,56,2,298,1654701459414,1654701459414,0,1,85,1654701459470,1654701459470,0,1,213,DNS,Network,0,4,fos5echocaptiveportal.com,,,,
57,57,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1654701374163,1654701501933,127770,17,2724,1654701374163,1654701501933,127770,17,2724,0,0,0,0,0,MDNS,Network,0,4,2.10.10.10.in-addr.arpa,,,,
58,58,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,44011,13.227.255.11,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701089235,1654701089633,398,25,14928,1654701089235,1654701089633,398,11,1911,1654701089253,1654701089582,329,14,13017,TLS.AmazonAlexa,VirtAssistant,0,4,api.amazonalexa.com,69415598724855f70b37da9f653ec421,ea615e28cb25adfb2f261151eab3314f,,
59,59,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,50942,52.3.206.163,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701570449,1654701570449,0,1,99,1654701570449,1654701570449,0,1,99,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
60,60,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,68,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,67,17,4,0,0,1654701662028,1654701662029,1,2,684,1654701662028,1654701662028,0,1,342,1654701662029,1654701662029,0,1,342,DHCP,Network,0,4,amazon-bee4ce66c,"1,33,3,6,15,28,51,58,59",,,
61,61,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,60978,34.232.93.236,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701674048,1654701674048,0,2,163,1654701674048,1654701674048,0,2,163,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
62,62,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,48054,13.227.248.170,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701674049,1654701732847,58798,11,1005,1654701674049,1654701732847,58798,11,1005,0,0,0,0,0,TLS.AmazonAWS,Cloud,1,2,,,,,
63,63,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,9391,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701706846,1654701707044,198,2,206,1654701706846,1654701706846,0,1,79,1654701707044,1654701707044,0,1,127,DNS.Amazon,Web,0,4,unagi-na.amazon.com,,,,
64,64,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,56806,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701709994,1654701711056,1062,16,2569,1654701709994,1654701711056,1062,8,1525,1654701710237,1654701711044,807,8,1044,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
65,65,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,41551,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701713225,1654701714498,1273,19,2740,1654701713225,1654701714498,1273,10,1642,1654701713466,1654701714497,1031,9,1098,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
66,66,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,42382,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701713527,1654701714821,1294,18,2648,1654701713527,1654701714821,1294,9,1579,1654701713770,1654701714817,1047,9,1069,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
67,67,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,43885,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701736084,1654701737343,1259,18,2647,1654701736084,1654701737343,1259,9,1578,1654701736322,1654701737342,1020,9,1069,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
68,68,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,49324,52.94.232.195,ba:69:f4:f0:3d:02,ba:69:f4,443,6,4,0,0,1654701736367,1654701737713,1346,20,2914,1654701736367,1654701737713,1346,11,1708,1654701736609,1654701737712,1103,9,1206,TLS.Amazon,Web,0,4,unagi-na.amazon.com,bdf21e38e1f69776df407235625e75e2,fbe78c619e7ea20046131294ad087f05,,
69,69,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,5944,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701740959,1654701741031,72,2,224,1654701740959,1654701740959,0,1,88,1654701741031,1654701741031,0,1,136,DNS.Amazon,Web,0,4,device-metrics-us.amazon.com,,,,
70,70,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39748,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749520,1654701749520,0,2,128,1654701749520,1654701749520,0,1,74,1654701749520,1654701749520,0,1,54,Unknown,Unspecified,0,0,,,,,
71,71,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39751,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749537,1654701749537,0,2,128,1654701749537,1654701749537,0,1,74,1654701749537,1654701749537,0,1,54,Unknown,Unspecified,0,0,,,,,
72,72,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39754,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749561,1654701749561,0,2,128,1654701749561,1654701749561,0,1,74,1654701749561,1654701749561,0,1,54,Unknown,Unspecified,0,0,,,,,
73,73,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,39757,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749582,1654701749582,0,2,128,1654701749582,1654701749582,0,1,74,1654701749582,1654701749582,0,1,54,Unknown,Unspecified,0,0,,,,,
74,74,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51645,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749586,1654701749586,0,2,128,1654701749586,1654701749586,0,1,74,1654701749586,1654701749586,0,1,54,Unknown,Unspecified,0,0,,,,,
75,75,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,51648,192.168.88.1,ba:69:f4:f0:3d:02,ba:69:f4,7,6,4,0,0,1654701749600,1654701749600,0,2,128,1654701749600,1654701749600,0,1,74,1654701749600,1654701749600,0,1,54,Unknown,Unspecified,0,0,,,,,
76,76,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,60433,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701749622,1654701749697,75,2,242,1654701749622,1654701749622,0,1,89,1654701749697,1654701749697,0,1,153,DNS.AmazonAWS,Cloud,0,4,d3p8zr0ffa9t17.cloudfront.net,,,,
77,77,0,10.10.10.2,fc:a6:67:b8:14:c5,fc:a6:67,46291,10.10.10.1,ba:69:f4:f0:3d:02,ba:69:f4,53,17,4,0,0,1654701759822,1654701759882,60,2,298,1654701759822,1654701759822,0,1,85,1654701759882,1654701759882,0,1,213,DNS,Network,0,4,fos5echocaptiveportal.com,,,,
